Fecha;Mes;Canal;Dispositivo;Edad;Género;Visitas;Visitas recurrentes;Pedidos;Precio medio;Número medio artículos;Suscripciones newletter;Suscripciones web
26/02/2021;Febrero;Google ads;Total;18-24;Total;322,5;45;1,05;45;1,5;147;73,5
27/02/2021;Febrero;Google ads;Total;18-24;Total;337,5;52,5;1,125;46;2,5;156;78
28/02/2021;Febrero;Google ads;Total;18-24;Total;345;52,5;1,2;35;4;159;79,5
01/01/2021;Enero;SEO;Total;18-24;Total;45;13,5;0,45;40;2,5;23,4;11,7
02/01/2021;Enero;SEO;Total;18-24;Total;67,5;9;0,54;35;3;30,6;15,3
03/01/2021;Enero;SEO;Total;18-24;Total;67,5;22,5;0,36;36;1,5;36;18
04/01/2021;Enero;SEO;Total;18-24;Total;81;27;0,54;42;2,5;43,2;21,6
05/01/2021;Enero;SEO;Total;18-24;Total;90;13,5;0,54;56;4;41,4;20,7
06/01/2021;Enero;SEO;Total;18-24;Total;90;13,5;0,54;57;2;41,4;20,7
07/01/2021;Enero;SEO;Total;18-24;Total;94,5;18;0,495;35;2,5;45;22,5
08/01/2021;Enero;SEO;Total;18-24;Total;99;22,5;0,45;45;3;48,6;24,3
09/01/2021;Enero;SEO;Total;18-24;Total;81;13,5;0,405;60;1,5;37,8;18,9
10/01/2021;Enero;SEO;Total;18-24;Total;85,5;18;0,495;70;2,5;41,4;20,7
11/01/2021;Enero;SEO;Total;18-24;Total;99;22,5;0,405;45;4;48,6;24,3
12/01/2021;Enero;SEO;Total;18-24;Total;90;13,5;0,45;46;2;41,4;20,7
13/01/2021;Enero;SEO;Total;18-24;Total;94,5;18;0,495;35;2,5;45;22,5
14/01/2021;Enero;SEO;Total;18-24;Total;108;22,5;0,54;65;3;52,2;26,1
15/01/2021;Enero;SEO;Total;18-24;Total;112,5;18;0,495;50;1,5;52,2;26,1
16/01/2021;Enero;SEO;Total;18-24;Total;108;9;0,45;45;2,5;46,8;23,4
17/01/2021;Enero;SEO;Total;18-24;Total;99;22,5;0,495;65;4;48,6;24,3
18/01/2021;Enero;SEO;Total;18-24;Total;117;27;0,54;70;2;57,6;28,8
19/01/2021;Enero;SEO;Total;18-24;Total;121,5;18;0,585;35;2,5;55,8;27,9
20/01/2021;Enero;SEO;Total;18-24;Total;112,5;13,5;0,495;45;3;50,4;25,2
21/01/2021;Enero;SEO;Total;18-24;Total;117;22,5;0,585;55;1,5;55,8;27,9
22/01/2021;Enero;SEO;Total;18-24;Total;121,5;27;0,63;67;2,5;59,4;29,7
23/01/2021;Enero;SEO;Total;18-24;Total;108;18;0,54;77;4;50,4;25,2
24/01/2021;Enero;SEO;Total;18-24;Total;103,5;13,5;0,45;40;2;46,8;23,4
25/01/2021;Enero;SEO;Total;18-24;Total;126;18;0,495;35;2,5;57,6;28,8
26/01/2021;Enero;SEO;Total;18-24;Total;130,5;27;0,405;36;3;63;31,5
27/01/2021;Enero;SEO;Total;18-24;Total;135;22,5;0,63;42;1,5;63;31,5
28/01/2021;Enero;SEO;Total;18-24;Total;139,5;27;0,675;56;2,5;66,6;33,3
29/01/2021;Enero;SEO;Total;18-24;Total;130,5;18;0,63;57;4;59,4;29,7
30/01/2021;Enero;SEO;Total;18-24;Total;126;9;0,54;35;2;54;27
31/01/2021;Enero;SEO;Total;18-24;Total;132,75;18;0,585;45;2,5;60,3;30,15
01/02/2021;Febrero;SEO;Total;18-24;Total;144;27;0,675;60;3;68,4;34,2
02/02/2021;Febrero;SEO;Total;18-24;Total;148,5;18;0,585;70;1,5;66,6;33,3
03/02/2021;Febrero;SEO;Total;18-24;Total;139,5;18;0,54;45;2,5;63;31,5
04/02/2021;Febrero;SEO;Total;18-24;Total;144;22,5;0,63;46;4;66,6;33,3
05/02/2021;Febrero;SEO;Total;18-24;Total;139,5;13,5;0,585;35;2;61,2;30,6
06/02/2021;Febrero;SEO;Total;18-24;Total;157,5;18;0,675;65;2,5;70,2;35,1
07/02/2021;Febrero;SEO;Total;18-24;Total;162;22,5;0,675;50;3;73,8;36,9
08/02/2021;Febrero;SEO;Total;18-24;Total;148,5;13,5;0,54;45;1,5;64,8;32,4
09/02/2021;Febrero;SEO;Total;18-24;Total;162;27;0,72;65;2,5;75,6;37,8
10/02/2021;Febrero;SEO;Total;18-24;Total;157,5;22,5;0,675;70;4;72;36
11/02/2021;Febrero;SEO;Total;18-24;Total;153;18;0,63;35;2;68,4;34,2
12/02/2021;Febrero;SEO;Total;18-24;Total;166,5;22,5;0,585;45;2,5;75,6;37,8
13/02/2021;Febrero;SEO;Total;18-24;Total;171;13,5;0,675;55;3;73,8;36,9
14/02/2021;Febrero;SEO;Total;18-24;Total;175,5;27;0,72;67;1,5;81;40,5
15/02/2021;Febrero;SEO;Total;18-24;Total;171;22,5;0,675;77;2,5;77,4;38,7
16/02/2021;Febrero;SEO;Total;18-24;Total;175,5;27;0,63;40;4;81;40,5
17/02/2021;Febrero;SEO;Total;18-24;Total;180;31,5;0,72;35;2;84,6;42,3
18/02/2021;Febrero;SEO;Total;18-24;Total;184,5;31,5;0,72;36;2,5;86,4;43,2
19/02/2021;Febrero;SEO;Total;18-24;Total;175,5;18;0,63;42;3;77,4;38,7
20/02/2021;Febrero;SEO;Total;18-24;Total;189;27;0,72;56;1,5;86,4;43,2
21/02/2021;Febrero;SEO;Total;18-24;Total;180;22,5;0,675;57;2,5;81;40,5
22/02/2021;Febrero;SEO;Total;18-24;Total;184,5;27;0,63;35;4;84,6;42,3
23/02/2021;Febrero;SEO;Total;18-24;Total;193,5;22,5;0,675;45;2;86,4;43,2
24/02/2021;Febrero;SEO;Total;18-24;Total;198;27;0,72;60;2,5;90;45
25/02/2021;Febrero;SEO;Total;18-24;Total;202,5;31,5;0,72;70;3;93,6;46,8
26/02/2021;Febrero;SEO;Total;18-24;Total;193,5;27;0,63;45;1,5;88,2;44,1
27/02/2021;Febrero;SEO;Total;18-24;Total;202,5;31,5;0,675;46;2,5;93,6;46,8
28/02/2021;Febrero;SEO;Total;18-24;Total;207;31,5;0,72;35;4;95,4;47,7
01/01/2021;Enero;Redes sociales;Total;18-24;Total;15;4,5;0,15;40;2,5;7,8;3,9
02/01/2021;Enero;Redes sociales;Total;18-24;Total;22,5;3;0,18;35;3;10,2;5,1
03/01/2021;Enero;Redes sociales;Total;18-24;Total;22,5;7,5;0,12;36;1,5;12;6
04/01/2021;Enero;Redes sociales;Total;18-24;Total;27;9;0,18;42;2,5;14,4;7,2
05/01/2021;Enero;Redes sociales;Total;18-24;Total;30;4,5;0,18;56;4;13,8;6,9
06/01/2021;Enero;Redes sociales;Total;18-24;Total;30;4,5;0,18;57;2;13,8;6,9
07/01/2021;Enero;Redes sociales;Total;18-24;Total;31,5;6;0,165;35;2,5;15;7,5
08/01/2021;Enero;Redes sociales;Total;18-24;Total;33;7,5;0,15;45;3;16,2;8,1
09/01/2021;Enero;Redes sociales;Total;18-24;Total;27;4,5;0,135;60;1,5;12,6;6,3
10/01/2021;Enero;Redes sociales;Total;18-24;Total;28,5;6;0,165;70;2,5;13,8;6,9
11/01/2021;Enero;Redes sociales;Total;18-24;Total;33;7,5;0,135;45;4;16,2;8,1
12/01/2021;Enero;Redes sociales;Total;18-24;Total;30;4,5;0,15;46;2;13,8;6,9
13/01/2021;Enero;Redes sociales;Total;18-24;Total;31,5;6;0,165;35;2,5;15;7,5
14/01/2021;Enero;Redes sociales;Total;18-24;Total;36;7,5;0,18;65;3;17,4;8,7
15/01/2021;Enero;Redes sociales;Total;18-24;Total;37,5;6;0,165;50;1,5;17,4;8,7
16/01/2021;Enero;Redes sociales;Total;18-24;Total;36;3;0,15;45;2,5;15,6;7,8
17/01/2021;Enero;Redes sociales;Total;18-24;Total;33;7,5;0,165;65;4;16,2;8,1
18/01/2021;Enero;Redes sociales;Total;18-24;Total;39;9;0,18;70;2;19,2;9,6
19/01/2021;Enero;Redes sociales;Total;18-24;Total;40,5;6;0,195;35;2,5;18,6;9,3
20/01/2021;Enero;Redes sociales;Total;18-24;Total;37,5;4,5;0,165;45;3;16,8;8,4
21/01/2021;Enero;Redes sociales;Total;18-24;Total;39;7,5;0,195;55;1,5;18,6;9,3
22/01/2021;Enero;Redes sociales;Total;18-24;Total;40,5;9;0,21;67;2,5;19,8;9,9
23/01/2021;Enero;Redes sociales;Total;18-24;Total;36;6;0,18;77;4;16,8;8,4
24/01/2021;Enero;Redes sociales;Total;18-24;Total;34,5;4,5;0,15;40;2;15,6;7,8
25/01/2021;Enero;Redes sociales;Total;18-24;Total;42;6;0,165;35;2,5;19,2;9,6
26/01/2021;Enero;Redes sociales;Total;18-24;Total;43,5;9;0,135;36;3;21;10,5
27/01/2021;Enero;Redes sociales;Total;18-24;Total;45;7,5;0,21;42;1,5;21;10,5
28/01/2021;Enero;Redes sociales;Total;18-24;Total;46,5;9;0,225;56;2,5;22,2;11,1
29/01/2021;Enero;Redes sociales;Total;18-24;Total;43,5;6;0,21;57;4;19,8;9,9
30/01/2021;Enero;Redes sociales;Total;18-24;Total;42;3;0,18;35;2;18;9
31/01/2021;Enero;Redes sociales;Total;18-24;Total;44,25;6;0,195;45;2,5;20,1;10,05
01/02/2021;Febrero;Redes sociales;Total;18-24;Total;48;9;0,225;60;3;22,8;11,4
02/02/2021;Febrero;Redes sociales;Total;18-24;Total;49,5;6;0,195;70;1,5;22,2;11,1
03/02/2021;Febrero;Redes sociales;Total;18-24;Total;46,5;6;0,18;45;2,5;21;10,5
04/02/2021;Febrero;Redes sociales;Total;18-24;Total;48;7,5;0,21;46;4;22,2;11,1
05/02/2021;Febrero;Redes sociales;Total;18-24;Total;46,5;4,5;0,195;35;2;20,4;10,2
06/02/2021;Febrero;Redes sociales;Total;18-24;Total;52,5;6;0,225;65;2,5;23,4;11,7
07/02/2021;Febrero;Redes sociales;Total;18-24;Total;54;7,5;0,225;50;3;24,6;12,3
08/02/2021;Febrero;Redes sociales;Total;18-24;Total;49,5;4,5;0,18;45;1,5;21,6;10,8
09/02/2021;Febrero;Redes sociales;Total;18-24;Total;54;9;0,24;65;2,5;25,2;12,6
10/02/2021;Febrero;Redes sociales;Total;18-24;Total;52,5;7,5;0,225;70;4;24;12
11/02/2021;Febrero;Redes sociales;Total;18-24;Total;51;6;0,21;35;2;22,8;11,4
12/02/2021;Febrero;Redes sociales;Total;18-24;Total;55,5;7,5;0,195;45;2,5;25,2;12,6
13/02/2021;Febrero;Redes sociales;Total;18-24;Total;57;4,5;0,225;55;3;24,6;12,3
14/02/2021;Febrero;Redes sociales;Total;18-24;Total;58,5;9;0,24;67;1,5;27;13,5
15/02/2021;Febrero;Redes sociales;Total;18-24;Total;57;7,5;0,225;77;2,5;25,8;12,9
16/02/2021;Febrero;Redes sociales;Total;18-24;Total;58,5;9;0,21;40;4;27;13,5
17/02/2021;Febrero;Redes sociales;Total;18-24;Total;60;10,5;0,24;35;2;28,2;14,1
18/02/2021;Febrero;Redes sociales;Total;18-24;Total;61,5;10,5;0,24;36;2,5;28,8;14,4
19/02/2021;Febrero;Redes sociales;Total;18-24;Total;58,5;6;0,21;42;3;25,8;12,9
20/02/2021;Febrero;Redes sociales;Total;18-24;Total;63;9;0,24;56;1,5;28,8;14,4
21/02/2021;Febrero;Redes sociales;Total;18-24;Total;60;7,5;0,225;57;2,5;27;13,5
22/02/2021;Febrero;Redes sociales;Total;18-24;Total;61,5;9;0,21;35;4;28,2;14,1
23/02/2021;Febrero;Redes sociales;Total;18-24;Total;64,5;7,5;0,225;45;2;28,8;14,4
24/02/2021;Febrero;Redes sociales;Total;18-24;Total;66;9;0,24;60;2,5;30;15
25/02/2021;Febrero;Redes sociales;Total;18-24;Total;67,5;10,5;0,24;70;3;31,2;15,6
26/02/2021;Febrero;Redes sociales;Total;18-24;Total;64,5;9;0,21;45;1,5;29,4;14,7
27/02/2021;Febrero;Redes sociales;Total;18-24;Total;67,5;10,5;0,225;46;2,5;31,2;15,6
28/02/2021;Febrero;Redes sociales;Total;18-24;Total;69;10,5;0,24;35;4;31,8;15,9
01/01/2021;Enero;Redes sociales paid;Total;18-24;Total;15;2,25;0,075;40;2,5;6,9;3,45
02/01/2021;Enero;Redes sociales;Total;18-24;Total;22,5;1,5;0,09;35;3;9,6;4,8
03/01/2021;Enero;Redes sociales;Total;18-24;Total;22,5;3,75;0,06;36;1,5;10,5;5,25
04/01/2021;Enero;Redes sociales;Total;18-24;Total;27;4,5;0,09;42;2,5;12,6;6,3
05/01/2021;Enero;Redes sociales;Total;18-24;Total;30;2,25;0,09;56;4;12,9;6,45
06/01/2021;Enero;Redes sociales;Total;18-24;Total;30;2,25;0,09;57;2;12,9;6,45
07/01/2021;Enero;Redes sociales;Total;18-24;Total;31,5;3;0,0825;35;2,5;13,8;6,9
08/01/2021;Enero;Redes sociales;Total;18-24;Total;33;3,75;0,075;45;3;14,7;7,35
09/01/2021;Enero;Redes sociales;Total;18-24;Total;27;2,25;0,0675;60;1,5;11,7;5,85
10/01/2021;Enero;Redes sociales;Total;18-24;Total;28,5;3;0,0825;70;2,5;12,6;6,3
11/01/2021;Enero;Redes sociales;Total;18-24;Total;33;3,75;0,0675;45;4;14,7;7,35
12/01/2021;Enero;Redes sociales;Total;18-24;Total;30;2,25;0,075;46;2;12,9;6,45
13/01/2021;Enero;Redes sociales;Total;18-24;Total;31,5;3;0,0825;35;2,5;13,8;6,9
14/01/2021;Enero;Redes sociales;Total;18-24;Total;36;3,75;0,09;65;3;15,9;7,95
15/01/2021;Enero;Redes sociales;Total;18-24;Total;37,5;3;0,0825;50;1,5;16,2;8,1
16/01/2021;Enero;Redes sociales;Total;18-24;Total;36;1,5;0,075;45;2,5;15;7,5
17/01/2021;Enero;Redes sociales;Total;18-24;Total;33;3,75;0,0825;65;4;14,7;7,35
18/01/2021;Enero;Redes sociales;Total;18-24;Total;39;4,5;0,09;70;2;17,4;8,7
19/01/2021;Enero;Redes sociales;Total;18-24;Total;40,5;3;0,0975;35;2,5;17,4;8,7
20/01/2021;Enero;Redes sociales;Total;18-24;Total;37,5;2,25;0,0825;45;3;15,9;7,95
21/01/2021;Enero;Redes sociales;Total;18-24;Total;39;3,75;0,0975;55;1,5;17,1;8,55
22/01/2021;Enero;Redes sociales;Total;18-24;Total;40,5;4,5;0,105;67;2,5;18;9
23/01/2021;Enero;Redes sociales;Total;18-24;Total;36;3;0,09;77;4;15,6;7,8
24/01/2021;Enero;Redes sociales;Total;18-24;Total;34,5;2,25;0,075;40;2;14,7;7,35
25/01/2021;Enero;Redes sociales;Total;18-24;Total;42;3;0,0825;35;2,5;18;9
26/01/2021;Enero;Redes sociales;Total;18-24;Total;43,5;4,5;0,0675;36;3;19,2;9,6
27/01/2021;Enero;Redes sociales;Total;18-24;Total;45;3,75;0,105;42;1,5;19,5;9,75
28/01/2021;Enero;Redes sociales;Total;18-24;Total;46,5;4,5;0,1125;56;2,5;20,4;10,2
29/01/2021;Enero;Redes sociales;Total;18-24;Total;43,5;3;0,105;57;4;18,6;9,3
30/01/2021;Enero;Redes sociales;Total;18-24;Total;42;1,5;0,09;35;2;17,4;8,7
31/01/2021;Enero;Redes sociales;Total;18-24;Total;44,25;3;0,0975;45;2,5;18,9;9,45
01/02/2021;Febrero;Redes sociales;Total;18-24;Total;48;4,5;0,1125;60;3;21;10,5
02/02/2021;Febrero;Redes sociales;Total;18-24;Total;49,5;3;0,0975;70;1,5;21;10,5
03/02/2021;Febrero;Redes sociales;Total;18-24;Total;46,5;3;0,09;45;2,5;19,8;9,9
04/02/2021;Febrero;Redes sociales;Total;18-24;Total;48;3,75;0,105;46;4;20,7;10,35
05/02/2021;Febrero;Redes sociales;Total;18-24;Total;46,5;2,25;0,0975;35;2;19,5;9,75
06/02/2021;Febrero;Redes sociales;Total;18-24;Total;52,5;3;0,1125;65;2,5;22,2;11,1
07/02/2021;Febrero;Redes sociales;Total;18-24;Total;54;3,75;0,1125;50;3;23,1;11,55
08/02/2021;Febrero;Redes sociales;Total;18-24;Total;49,5;2,25;0,09;45;1,5;20,7;10,35
09/02/2021;Febrero;Redes sociales;Total;18-24;Total;54;4,5;0,12;65;2,5;23,4;11,7
10/02/2021;Febrero;Redes sociales;Total;18-24;Total;52,5;3,75;0,1125;70;4;22,5;11,25
11/02/2021;Febrero;Redes sociales;Total;18-24;Total;51;3;0,105;35;2;21,6;10,8
12/02/2021;Febrero;Redes sociales;Total;18-24;Total;55,5;3,75;0,0975;45;2,5;23,7;11,85
13/02/2021;Febrero;Redes sociales;Total;18-24;Total;57;2,25;0,1125;55;3;23,7;11,85
14/02/2021;Febrero;Redes sociales;Total;18-24;Total;58,5;4,5;0,12;67;1,5;25,2;12,6
15/02/2021;Febrero;Redes sociales;Total;18-24;Total;57;3,75;0,1125;77;2,5;24,3;12,15
16/02/2021;Febrero;Redes sociales;Total;18-24;Total;58,5;4,5;0,105;40;4;25,2;12,6
17/02/2021;Febrero;Redes sociales;Total;18-24;Total;60;5,25;0,12;35;2;26,1;13,05
18/02/2021;Febrero;Redes sociales;Total;18-24;Total;61,5;5,25;0,12;36;2,5;26,7;13,35
19/02/2021;Febrero;Redes sociales;Total;18-24;Total;58,5;3;0,105;42;3;24,6;12,3
20/02/2021;Febrero;Redes sociales;Total;18-24;Total;63;4,5;0,12;56;1,5;27;13,5
21/02/2021;Febrero;Redes sociales;Total;18-24;Total;60;3,75;0,1125;57;2,5;25,5;12,75
22/02/2021;Febrero;Redes sociales;Total;18-24;Total;61,5;4,5;0,105;35;4;26,4;13,2
23/02/2021;Febrero;Redes sociales;Total;18-24;Total;64,5;3,75;0,1125;45;2;27,3;13,65
24/02/2021;Febrero;Redes sociales;Total;18-24;Total;66;4,5;0,12;60;2,5;28,2;14,1
25/02/2021;Febrero;Redes sociales;Total;18-24;Total;67,5;5,25;0,12;70;3;29,1;14,55
26/02/2021;Febrero;Redes sociales;Total;18-24;Total;64,5;4,5;0,105;45;1,5;27,6;13,8
27/02/2021;Febrero;Redes sociales;Total;18-24;Total;67,5;5,25;0,1125;46;2,5;29,1;14,55
28/02/2021;Febrero;Redes sociales;Total;18-24;Total;69;5,25;0,12;35;4;29,7;14,85
01/01/2021;Enero;Google ads;Total;25-35;Total;100;30;1;40;2,5;52;26
02/01/2021;Enero;Google ads;Total;25-35;Total;150;20;1,2;35;3;68;34
03/01/2021;Enero;Google ads;Total;25-35;Total;150;50;0,8;36;1,5;80;40
04/01/2021;Enero;Google ads;Total;25-35;Total;180;60;1,2;42;2,5;96;48
05/01/2021;Enero;Google ads;Total;25-35;Total;200;30;1,2;56;4;92;46
06/01/2021;Enero;Google ads;Total;25-35;Total;200;30;1,2;57;2;92;46
07/01/2021;Enero;Google ads;Total;25-35;Total;210;40;1,1;35;2,5;100;50
08/01/2021;Enero;Google ads;Total;25-35;Total;220;50;1;45;3;108;54
09/01/2021;Enero;Google ads;Total;25-35;Total;180;30;0,9;60;1,5;84;42
10/01/2021;Enero;Google ads;Total;25-35;Total;190;40;1,1;70;2,5;92;46
11/01/2021;Enero;Google ads;Total;25-35;Total;220;50;0,9;45;4;108;54
12/01/2021;Enero;Google ads;Total;25-35;Total;200;30;1;46;2;92;46
13/01/2021;Enero;Google ads;Total;25-35;Total;210;40;1,1;35;2,5;100;50
14/01/2021;Enero;Google ads;Total;25-35;Total;240;50;1,2;65;3;116;58
15/01/2021;Enero;Google ads;Total;25-35;Total;250;40;1,1;50;1,5;116;58
16/01/2021;Enero;Google ads;Total;25-35;Total;240;20;1;45;2,5;104;52
17/01/2021;Enero;Google ads;Total;25-35;Total;220;50;1,1;65;4;108;54
18/01/2021;Enero;Google ads;Total;25-35;Total;260;60;1,2;70;2;128;64
19/01/2021;Enero;Google ads;Total;25-35;Total;270;40;1,3;35;2,5;124;62
20/01/2021;Enero;Google ads;Total;25-35;Total;250;30;1,1;45;3;112;56
21/01/2021;Enero;Google ads;Total;25-35;Total;260;50;1,3;55;1,5;124;62
22/01/2021;Enero;Google ads;Total;25-35;Total;270;60;1,4;67;2,5;132;66
23/01/2021;Enero;Google ads;Total;25-35;Total;240;40;1,2;77;4;112;56
24/01/2021;Enero;Google ads;Total;25-35;Total;230;30;1;40;2;104;52
25/01/2021;Enero;Google ads;Total;25-35;Total;280;40;1,1;35;2,5;128;64
26/01/2021;Enero;Google ads;Total;25-35;Total;290;60;0,9;36;3;140;70
27/01/2021;Enero;Google ads;Total;25-35;Total;300;50;1,4;42;1,5;140;70
28/01/2021;Enero;Google ads;Total;25-35;Total;310;60;1,5;56;2,5;148;74
29/01/2021;Enero;Google ads;Total;25-35;Total;290;40;1,4;57;4;132;66
30/01/2021;Enero;Google ads;Total;25-35;Total;280;20;1,2;35;2;120;60
31/01/2021;Enero;Google ads;Total;25-35;Total;295;40;1,3;45;2,5;134;67
01/02/2021;Febrero;Google ads;Total;25-35;Total;320;60;1,5;60;3;152;76
02/02/2021;Febrero;Google ads;Total;25-35;Total;330;40;1,3;70;1,5;148;74
03/02/2021;Febrero;Google ads;Total;25-35;Total;310;40;1,2;45;2,5;140;70
04/02/2021;Febrero;Google ads;Total;25-35;Total;320;50;1,4;46;4;148;74
05/02/2021;Febrero;Google ads;Total;25-35;Total;310;30;1,3;35;2;136;68
06/02/2021;Febrero;Google ads;Total;25-35;Total;350;40;1,5;65;2,5;156;78
07/02/2021;Febrero;Google ads;Total;25-35;Total;360;50;1,5;50;3;164;82
08/02/2021;Febrero;Google ads;Total;25-35;Total;330;30;1,2;45;1,5;144;72
09/02/2021;Febrero;Google ads;Total;25-35;Total;360;60;1,6;65;2,5;168;84
10/02/2021;Febrero;Google ads;Total;25-35;Total;350;50;1,5;70;4;160;80
11/02/2021;Febrero;Google ads;Total;25-35;Total;340;40;1,4;35;2;152;76
12/02/2021;Febrero;Google ads;Total;25-35;Total;370;50;1,3;45;2,5;168;84
13/02/2021;Febrero;Google ads;Total;25-35;Total;380;30;1,5;55;3;164;82
14/02/2021;Febrero;Google ads;Total;25-35;Total;390;60;1,6;67;1,5;180;90
15/02/2021;Febrero;Google ads;Total;25-35;Total;380;50;1,5;77;2,5;172;86
16/02/2021;Febrero;Google ads;Total;25-35;Total;390;60;1,4;40;4;180;90
17/02/2021;Febrero;Google ads;Total;25-35;Total;400;70;1,6;35;2;188;94
18/02/2021;Febrero;Google ads;Total;25-35;Total;410;70;1,6;36;2,5;192;96
19/02/2021;Febrero;Google ads;Total;25-35;Total;390;40;1,4;42;3;172;86
20/02/2021;Febrero;Google ads;Total;25-35;Total;420;60;1,6;56;1,5;192;96
21/02/2021;Febrero;Google ads;Total;25-35;Total;400;50;1,5;57;2,5;180;90
22/02/2021;Febrero;Google ads;Total;25-35;Total;410;60;1,4;35;4;188;94
23/02/2021;Febrero;Google ads;Total;25-35;Total;430;50;1,5;45;2;192;96
24/02/2021;Febrero;Google ads;Total;25-35;Total;440;60;1,6;60;2,5;200;100
25/02/2021;Febrero;Google ads;Total;25-35;Total;450;70;1,6;70;3;208;104
26/02/2021;Febrero;Google ads;Total;25-35;Total;430;60;1,4;45;1,5;196;98
27/02/2021;Febrero;Google ads;Total;25-35;Total;450;70;1,5;46;2,5;208;104
28/02/2021;Febrero;Google ads;Total;25-35;Total;460;70;1,6;35;4;212;106
01/01/2021;Enero;SEO;Total;25-35;Total;60;18;0,6;40;2,5;31,2;15,6
02/01/2021;Enero;SEO;Total;25-35;Total;90;12;0,72;35;3;40,8;20,4
03/01/2021;Enero;SEO;Total;25-35;Total;90;30;0,48;36;1,5;48;24
04/01/2021;Enero;SEO;Total;25-35;Total;108;36;0,72;42;2,5;57,6;28,8
05/01/2021;Enero;SEO;Total;25-35;Total;120;18;0,72;56;4;55,2;27,6
06/01/2021;Enero;SEO;Total;25-35;Total;120;18;0,72;57;2;55,2;27,6
07/01/2021;Enero;SEO;Total;25-35;Total;126;24;0,66;35;2,5;60;30
08/01/2021;Enero;SEO;Total;25-35;Total;132;30;0,6;45;3;64,8;32,4
09/01/2021;Enero;SEO;Total;25-35;Total;108;18;0,54;60;1,5;50,4;25,2
10/01/2021;Enero;SEO;Total;25-35;Total;114;24;0,66;70;2,5;55,2;27,6
11/01/2021;Enero;SEO;Total;25-35;Total;132;30;0,54;45;4;64,8;32,4
12/01/2021;Enero;SEO;Total;25-35;Total;120;18;0,6;46;2;55,2;27,6
13/01/2021;Enero;SEO;Total;25-35;Total;126;24;0,66;35;2,5;60;30
14/01/2021;Enero;SEO;Total;25-35;Total;144;30;0,72;65;3;69,6;34,8
15/01/2021;Enero;SEO;Total;25-35;Total;150;24;0,66;50;1,5;69,6;34,8
16/01/2021;Enero;SEO;Total;25-35;Total;144;12;0,6;45;2,5;62,4;31,2
17/01/2021;Enero;SEO;Total;25-35;Total;132;30;0,66;65;4;64,8;32,4
18/01/2021;Enero;SEO;Total;25-35;Total;156;36;0,72;70;2;76,8;38,4
19/01/2021;Enero;SEO;Total;25-35;Total;162;24;0,78;35;2,5;74,4;37,2
20/01/2021;Enero;SEO;Total;25-35;Total;150;18;0,66;45;3;67,2;33,6
21/01/2021;Enero;SEO;Total;25-35;Total;156;30;0,78;55;1,5;74,4;37,2
22/01/2021;Enero;SEO;Total;25-35;Total;162;36;0,84;67;2,5;79,2;39,6
23/01/2021;Enero;SEO;Total;25-35;Total;144;24;0,72;77;4;67,2;33,6
24/01/2021;Enero;SEO;Total;25-35;Total;138;18;0,6;40;2;62,4;31,2
25/01/2021;Enero;SEO;Total;25-35;Total;168;24;0,66;35;2,5;76,8;38,4
26/01/2021;Enero;SEO;Total;25-35;Total;174;36;0,54;36;3;84;42
27/01/2021;Enero;SEO;Total;25-35;Total;180;30;0,84;42;1,5;84;42
28/01/2021;Enero;SEO;Total;25-35;Total;186;36;0,9;56;2,5;88,8;44,4
29/01/2021;Enero;SEO;Total;25-35;Total;174;24;0,84;57;4;79,2;39,6
30/01/2021;Enero;SEO;Total;25-35;Total;168;12;0,72;35;2;72;36
31/01/2021;Enero;SEO;Total;25-35;Total;177;24;0,78;45;2,5;80,4;40,2
01/02/2021;Febrero;SEO;Total;25-35;Total;192;36;0,9;60;3;91,2;45,6
02/02/2021;Febrero;SEO;Total;25-35;Total;198;24;0,78;70;1,5;88,8;44,4
03/02/2021;Febrero;SEO;Total;25-35;Total;186;24;0,72;45;2,5;84;42
04/02/2021;Febrero;SEO;Total;25-35;Total;192;30;0,84;46;4;88,8;44,4
05/02/2021;Febrero;SEO;Total;25-35;Total;186;18;0,78;35;2;81,6;40,8
06/02/2021;Febrero;SEO;Total;25-35;Total;210;24;0,9;65;2,5;93,6;46,8
07/02/2021;Febrero;SEO;Total;25-35;Total;216;30;0,9;50;3;98,4;49,2
08/02/2021;Febrero;SEO;Total;25-35;Total;198;18;0,72;45;1,5;86,4;43,2
09/02/2021;Febrero;SEO;Total;25-35;Total;216;36;0,96;65;2,5;100,8;50,4
10/02/2021;Febrero;SEO;Total;25-35;Total;210;30;0,9;70;4;96;48
11/02/2021;Febrero;SEO;Total;25-35;Total;204;24;0,84;35;2;91,2;45,6
12/02/2021;Febrero;SEO;Total;25-35;Total;222;30;0,78;45;2,5;100,8;50,4
13/02/2021;Febrero;SEO;Total;25-35;Total;228;18;0,9;55;3;98,4;49,2
14/02/2021;Febrero;SEO;Total;25-35;Total;234;36;0,96;67;1,5;108;54
15/02/2021;Febrero;SEO;Total;25-35;Total;228;30;0,9;77;2,5;103,2;51,6
16/02/2021;Febrero;SEO;Total;25-35;Total;234;36;0,84;40;4;108;54
17/02/2021;Febrero;SEO;Total;25-35;Total;240;42;0,96;35;2;112,8;56,4
18/02/2021;Febrero;SEO;Total;25-35;Total;246;42;0,96;36;2,5;115,2;57,6
19/02/2021;Febrero;SEO;Total;25-35;Total;234;24;0,84;42;3;103,2;51,6
